,name,parents
531,betweenness0diversity-2pagerank0peel2degree-1,diversity-2pagerank0peel2degree-1
532,betweenness0diversity-1pagerank0peel2degree-1,diversity-1pagerank0peel2degree-1
533,betweenness-1diversity-1pagerank0peel2degree-1,diversity-1pagerank0peel2degree-1
534,betweenness0diversity1pagerank0peel2degree-1,diversity1pagerank0peel2degree-1
535,betweenness0diversity-1pagerank-2peel2degree-1,diversity-1pagerank-2peel2degree-1
536,betweenness-1diversity-1pagerank-2peel2degree-1,diversity-1pagerank-2peel2degree-1
537,betweenness0diversity1pagerank-2peel2degree-1,diversity1pagerank-2peel2degree-1
538,betweenness0diversity0pagerank1peel2degree-1,diversity0pagerank1peel2degree-1
539,betweenness0diversity0pagerank0peel3degree-1,diversity0pagerank0peel3degree-1
540,betweenness0diversity-1pagerank0peel-1degree1,diversity-1pagerank0peel-1degree1
541,betweenness-1diversity-1pagerank0peel-1degree1,diversity-1pagerank0peel-1degree1
542,betweenness-1diversity0pagerank0peel-1degree1,diversity0pagerank0peel-1degree1
543,betweenness0diversity0pagerank0peel-1degree1,diversity0pagerank0peel-1degree1
544,betweenness0diversity-2pagerank0peel-1degree1,diversity-2pagerank0peel-1degree1
545,betweenness0diversity1pagerank0peel-1degree1,diversity1pagerank0peel-1degree1
546,betweenness0diversity0pagerank-1peel-1degree1,diversity0pagerank-1peel-1degree1
547,betweenness0diversity-1pagerank-1peel-1degree1,diversity-1pagerank-1peel-1degree1
548,betweenness0diversity-1pagerank-2peel-1degree1,diversity-1pagerank-2peel-1degree1
549,betweenness0diversity0pagerank-2peel-1degree1,diversity0pagerank-2peel-1degree1
550,betweenness0diversity0pagerank1peel-1degree1,diversity0pagerank1peel-1degree1
551,betweenness0diversity-1pagerank-2peel0degree1,diversity-1pagerank-2peel0degree1
552,betweenness0diversity0pagerank-2peel0degree1,diversity0pagerank-2peel0degree1
553,betweenness-1diversity0pagerank0peel0degree1,diversity0pagerank0peel0degree1
554,betweenness1diversity0pagerank0peel0degree1,diversity0pagerank0peel0degree1
555,betweenness0diversity-2pagerank0peel0degree1,diversity-2pagerank0peel0degree1
556,betweenness0diversity-1pagerank0peel0degree1,diversity-1pagerank0peel0degree1
557,betweenness-1diversity-1pagerank-1peel0degree1,diversity-1pagerank-1peel0degree1
558,betweenness1diversity-1pagerank-1peel0degree1,diversity-1pagerank-1peel0degree1
559,betweenness-1diversity1pagerank-1peel0degree1,diversity1pagerank-1peel0degree1
560,betweenness0diversity1pagerank-1peel0degree1,diversity1pagerank-1peel0degree1
561,betweenness0diversity-1pagerank1peel0degree1,diversity-1pagerank1peel0degree1
562,betweenness0diversity0pagerank1peel0degree1,diversity0pagerank1peel0degree1
563,betweenness0diversity0pagerank0peel-2degree1,diversity0pagerank0peel-2degree1
564,betweenness0diversity0pagerank-1peel-3degree1,diversity0pagerank-1peel-3degree1
565,betweenness0diversity0pagerank0peel-3degree1,diversity0pagerank0peel-3degree1
566,betweenness0diversity0pagerank-1peel1degree1,diversity0pagerank-1peel1degree1
567,betweenness0diversity0pagerank0peel1degree1,diversity0pagerank0peel1degree1
568,betweenness0diversity0pagerank0peel0degree6,diversity0pagerank0peel0degree6
569,betweenness0diversity0pagerank-1peel0degree6,diversity0pagerank-1peel0degree6
570,betweenness0diversity0pagerank0peel0degree2,diversity0pagerank0peel0degree2
571,betweenness0diversity-1pagerank0peel0degree2,diversity-1pagerank0peel0degree2
572,betweenness0diversity0pagerank1peel0degree2,diversity0pagerank1peel0degree2
573,betweenness0diversity-1pagerank1peel0degree2,diversity-1pagerank1peel0degree2
574,betweenness0diversity0pagerank-2peel0degree2,diversity0pagerank-2peel0degree2
575,betweenness0diversity-1pagerank-1peel0degree2,diversity-1pagerank-1peel0degree2
576,betweenness0diversity0pagerank-1peel0degree2,diversity0pagerank-1peel0degree2
577,betweenness0diversity0pagerank-1peel-2degree2,diversity0pagerank-1peel-2degree2
578,betweenness0diversity-1pagerank-1peel-2degree2,diversity-1pagerank-1peel-2degree2
579,betweenness0diversity0pagerank1peel-2degree2,diversity0pagerank1peel-2degree2
580,betweenness0diversity0pagerank0peel-2degree3,diversity0pagerank0peel-2degree3
581,betweenness0diversity0pagerank0peel0degree3,diversity0pagerank0peel0degree3
582,betweenness0diversity0pagerank-1peel0degree3,diversity0pagerank-1peel0degree3
583,betweenness0diversity0pagerank-2peel0degree5,diversity0pagerank-2peel0degree5
584,betweenness0diversity0pagerank1peel0degree5,diversity0pagerank1peel0degree5
585,betweenness0diversity0pagerank0peel0degree5,diversity0pagerank0peel0degree5
586,betweenness0diversity0pagerank-1peel0degree5,diversity0pagerank-1peel0degree5
587,betweenness0diversity0pagerank0peel-2degree5,diversity0pagerank0peel-2degree5
588,betweenness0diversity0pagerank0peel0degree7,diversity0pagerank0peel0degree7
589,betweenness0diversity0pagerank-1peel0degree7,diversity0pagerank-1peel0degree7
590,betweenness0diversity0pagerank0peel0degree4,diversity0pagerank0peel0degree4
591,betweenness0diversity0pagerank-1peel0degree4,diversity0pagerank-1peel0degree4
592,betweenness0diversity0pagerank0peel-2degree4,diversity0pagerank0peel-2degree4
593,betweenness0diversity0pagerank0peel0degree8,diversity0pagerank0peel0degree8
594,betweenness0diversity0pagerank0peel0degree9,diversity0pagerank0peel0degree9
595,"('name:Addam Marbrand degree:12 peel:10 diversity:1.198849313 betweenness:', '0.000469682 pagerank:0.000813212')",betweenness0diversity-1pagerank-2peel1degree0
596,"('name:Balon Swann degree:16 peel:11 diversity:1.541976433 betweenness:', '0.003599005 pagerank:0.001195924')",betweenness0diversity0pagerank-2peel1degree0
597,"('name:Aerys II Targaryen degree:19 peel:10 diversity:1.70407034 betweenness:', '0.014068789 pagerank:0.002867744')",betweenness0diversity0pagerank1peel1degree0
598,"('name:Beric Dondarrion degree:18 peel:10 diversity:1.351039416 betweenness:', '0.002139778 pagerank:0.002079181')",betweenness0diversity-2pagerank0peel1degree0
599,"('name:Brynden Tully degree:19 peel:10 diversity:1.986266518 betweenness:', '0.002227036 pagerank:0.002297805')",betweenness-1diversity0pagerank0peel1degree0
600,"('name:Osmund Kettleblack degree:18 peel:11 diversity:1.873510521 betweenness:', '0.000670672 pagerank:0.002282676')",betweenness-1diversity0pagerank0peel1degree0
601,"('name:Walder Frey degree:19 peel:10 diversity:1.986266518 betweenness:', '0.006634157 pagerank:0.002404955')",betweenness1diversity0pagerank0peel1degree0
602,"('name:Kevan Lannister degree:17 peel:11 diversity:1.506883349 betweenness:', '0.001893308 pagerank:0.002255223')",betweenness0diversity-1pagerank0peel1degree0
603,"('name:Boros Blount degree:14 peel:11 diversity:1.536722469 betweenness:', '0.000227913 pagerank:0.001547904')",betweenness0diversity-1pagerank-1peel1degree0
604,"('name:Gyles Rosby degree:18 peel:10 diversity:1.923068868 betweenness:', '0.000415441 pagerank:0.001277748')",betweenness-1diversity0pagerank-1peel1degree0
605,"('name:Qyburn degree:18 peel:10 diversity:1.719477814 betweenness:', '0.001700923 pagerank:0.001629493')",betweenness0diversity0pagerank-1peel1degree0
606,"('name:Mordane degree:11 peel:10 diversity:1.033562054 betweenness:', '0.000477052 pagerank:0.001621421')",betweenness0diversity-2pagerank-1peel1degree0
607,"('name:Rickon Stark degree:17 peel:10 diversity:1.466907105 betweenness:', '0.001981032 pagerank:0.003680916')",betweenness0diversity0pagerank2peel1degree0
608,"('name:Aegon I Targaryen degree:9 peel:5 diversity:1.464816385 betweenness:', '0.006891002 pagerank:0.001100074')",betweenness1diversity-1pagerank-1peel-2degree0
609,"('name:Garin (orphan) degree:9 peel:5 diversity:1.427061043 betweenness:', '0.000798417 pagerank:0.001327989')",betweenness-1diversity-1pagerank-1peel-2degree0
610,"('name:Halder degree:8 peel:5 diversity:1.386294361 betweenness:', '4.41e-05 pagerank:0.000931331')",betweenness-1diversity-1pagerank-1peel-2degree0
611,"('name:Emmon Frey degree:8 peel:5 diversity:1.559581156 betweenness:', '0.000464205 pagerank:0.000830611')",betweenness-1diversity0pagerank-1peel-2degree0
612,"('name:Hareth (Moles Town) degree:11 peel:5 diversity:1.641734712 betweenness:', '0.002203437 pagerank:0.001266545')",betweenness-1diversity0pagerank-1peel-2degree0
613,"('name:Rorge degree:9 peel:5 diversity:1.522955068 betweenness:', '0.000417866 pagerank:0.001253026')",betweenness-1diversity0pagerank-1peel-2degree0
614,"('name:Yohn Royce degree:8 peel:4 diversity:1.494175138 betweenness:', '0.001976174 pagerank:0.000829984')",betweenness-1diversity0pagerank-1peel-2degree0
615,"('name:Gerold Hightower degree:8 peel:5 diversity:1.494175138 betweenness:', '0.008395747 pagerank:0.001095867')",betweenness1diversity0pagerank-1peel-2degree0
616,"('name:Tattered Prince degree:8 peel:4 diversity:1.073542846 betweenness:', '0.005877204 pagerank:0.001280541')",betweenness0diversity-3pagerank-1peel-2degree0
617,"('name:Thoren Smallwood degree:9 peel:5 diversity:1.676987774 betweenness:', '0.002560759 pagerank:0.001151752')",betweenness-1diversity1pagerank-1peel-2degree0
618,"('name:Tyene Sand degree:9 peel:5 diversity:1.676987774 betweenness:', '0.00267653 pagerank:0.001293676')",betweenness0diversity1pagerank-1peel-2degree0
619,"('name:Aeron Greyjoy degree:15 peel:5 diversity:1.748970751 betweenness:', '0.012935047 pagerank:0.004498805')",betweenness0diversity-1pagerank2peel-2degree0
620,"('name:Euron Greyjoy degree:13 peel:5 diversity:1.804371619 betweenness:', '0.008004883 pagerank:0.004461793')",betweenness0diversity0pagerank2peel-2degree0
621,"('name:Alleras degree:8 peel:4 diversity:0.900256051 betweenness:', '0.014199147 pagerank:0.001749233')",betweenness0diversity-1pagerank0peel-2degree0
622,"('name:Gerris Drinkwater degree:9 peel:4 diversity:1.303092404 betweenness:', '0.00265698 pagerank:0.001808226')",betweenness0diversity0pagerank0peel-2degree0
623,"('name:Aegon Targaryen (son of Rhaegar) degree:15 peel:7 diversity:1.801892401 betweenness:', '0.006012167 pagerank:0.002093592')",betweenness1diversity1pagerank0peel-1degree0
624,"('name:Axell Florent degree:10 peel:6 diversity:1.83437197 betweenness:', '0.001703351 pagerank:0.001524473')",betweenness-1diversity1pagerank0peel-1degree0
625,"('name:Satin degree:13 peel:6 diversity:1.844621476 betweenness:', '0.00294103 pagerank:0.001724603')",betweenness-1diversity1pagerank0peel-1degree0
626,"('name:Areo Hotah degree:9 peel:6 diversity:1.522955068 betweenness:', '0.000130391 pagerank:0.001863187')",betweenness-2diversity-1pagerank0peel-1degree0
627,"('name:Shae degree:13 peel:7 diversity:1.524707393 betweenness:', '0.000826092 pagerank:0.001752541')",betweenness0diversity-1pagerank0peel-1degree0
628,"('name:Val degree:9 peel:6 diversity:1.522955068 betweenness:', '0.000812097 pagerank:0.001651056')",betweenness0diversity-1pagerank0peel-1degree0
629,"('name:Thoros of Myr degree:9 peel:7 diversity:1.58109375 betweenness:', '0.000502707 pagerank:0.001517948')",betweenness-1diversity-1pagerank0peel-1degree0
630,"('name:Haldon degree:11 peel:6 diversity:1.641734712 betweenness:', '0.000285338 pagerank:0.001811175')",betweenness-1diversity0pagerank0peel-1degree0
631,"('name:Podrick Payne degree:11 peel:6 diversity:1.666332585 betweenness:', '0.003390512 pagerank:0.002239123')",betweenness0diversity0pagerank0peel-1degree0
632,"('name:Rattleshirt degree:11 peel:6 diversity:1.294545166 betweenness:', '8.27e-05 pagerank:0.001746136')",betweenness0diversity-2pagerank0peel-1degree0
633,"('name:Anguy degree:9 peel:6 diversity:1.735126457 betweenness:', '0.001262506 pagerank:0.001294206')",betweenness0diversity0pagerank-1peel-1degree0
634,"('name:Ben Plumm degree:9 peel:6 diversity:1.676987774 betweenness:', '0.001076548 pagerank:0.001036099')",betweenness0diversity0pagerank-1peel-1degree0
635,"('name:Ryman Frey degree:12 peel:6 diversity:1.704551445 betweenness:', '0.001020753 pagerank:0.001127589')",betweenness0diversity0pagerank-1peel-1degree0
636,"('name:Arys Oakheart degree:9 peel:6 diversity:1.522955068 betweenness:', '0.001771183 pagerank:0.001188945')",betweenness1diversity0pagerank-1peel-1degree0
637,"('name:Harwin degree:11 peel:7 diversity:1.798652206 betweenness:', '0.000358115 pagerank:0.001040526')",betweenness-1diversity0pagerank-1peel-1degree0
638,"('name:Hoster Tully degree:10 peel:7 diversity:1.609437912 betweenness:', '0.000347545 pagerank:0.001219369')",betweenness-1diversity0pagerank-1peel-1degree0
639,"('name:Nan degree:8 peel:6 diversity:1.732867951 betweenness:', '0.000714461 pagerank:0.001172386')",betweenness-1diversity0pagerank-1peel-1degree0
640,"('name:Tom of Sevenstreams degree:9 peel:6 diversity:1.58109375 betweenness:', '0.000428688 pagerank:0.001254658')",betweenness-1diversity0pagerank-1peel-1degree0
641,"('name:Mully degree:9 peel:6 diversity:1.522955068 betweenness:', '3.74e-05 pagerank:0.00086889')",betweenness-2diversity0pagerank-1peel-1degree0
642,"('name:Arstan degree:8 peel:6 diversity:1.213007566 betweenness:', '0.000123935 pagerank:0.001309324')",betweenness-1diversity-1pagerank-1peel-1degree0
643,"('name:Brandon Stark degree:8 peel:6 diversity:1.213007566 betweenness:', '0.000462025 pagerank:0.000811601')",betweenness-1diversity-1pagerank-1peel-1degree0
644,"('name:Cressen degree:9 peel:7 diversity:1.464816385 betweenness:', '0.000352511 pagerank:0.001279163')",betweenness-1diversity-1pagerank-1peel-1degree0
645,"('name:Donal Noye degree:8 peel:6 diversity:1.386294361 betweenness:', '0.000240414 pagerank:0.001235143')",betweenness-1diversity-1pagerank-1peel-1degree0
646,"('name:Owen degree:10 peel:6 diversity:1.470808476 betweenness:', '0.000804616 pagerank:0.000895542')",betweenness-1diversity-1pagerank-1peel-1degree0
647,"('name:Rolly Duckfield degree:8 peel:6 diversity:1.213007566 betweenness:', '1.35e-05 pagerank:0.001381021')",betweenness-1diversity-1pagerank-1peel-1degree0
648,"('name:Vargo Hoat degree:10 peel:6 diversity:1.33217904 betweenness:', '0.000684034 pagerank:0.001091866')",betweenness-1diversity-1pagerank-1peel-1degree0
649,"('name:Walder Frey (son of Merrett) degree:8 peel:6 diversity:1.320888343 betweenness:', '0.000137213 pagerank:0.00093115')",betweenness-1diversity-1pagerank-1peel-1degree0
650,"('name:Elia Martell degree:9 peel:7 diversity:1.303092404 betweenness:', '0.002700036 pagerank:0.00093676')",betweenness1diversity-1pagerank-1peel-1degree0
651,"('name:Mathis Rowan degree:8 peel:6 diversity:1.494175138 betweenness:', '0.002588277 pagerank:0.00078388')",betweenness1diversity-1pagerank-1peel-1degree0
652,"('name:Dontos Hollard degree:9 peel:7 diversity:0.848685558 betweenness:', '0.000468306 pagerank:0.001197805')",betweenness0diversity-3pagerank-1peel-1degree0
653,"('name:Dywen degree:8 peel:6 diversity:1.073542846 betweenness:', '0.000552933 pagerank:0.000861158')",betweenness1diversity-2pagerank-1peel-1degree0
654,"('name:Jarl degree:8 peel:6 diversity:1.073542846 betweenness:', '2.07e-05 pagerank:0.001029757')",betweenness-1diversity-2pagerank-1peel-1degree0
655,"('name:Styr degree:8 peel:6 diversity:1.073542846 betweenness:', '2.12e-05 pagerank:0.001405197')",betweenness-1diversity-2pagerank-1peel-1degree0
656,"('name:High Sparrow degree:8 peel:6 diversity:1.906154747 betweenness:', '3.77e-05 pagerank:0.000984155')",betweenness-1diversity1pagerank-1peel-1degree0
657,"('name:Lothar Frey degree:11 peel:7 diversity:1.893788232 betweenness:', '0.000277633 pagerank:0.000873458')",betweenness-1diversity1pagerank-1peel-1degree0
658,"('name:Osney Kettleblack degree:11 peel:7 diversity:2.019814992 betweenness:', '0.000488439 pagerank:0.001026739')",betweenness-1diversity1pagerank-1peel-1degree0
659,"('name:Randyll Tarly degree:13 peel:7 diversity:2.031759219 betweenness:', '0.004472798 pagerank:0.001229287')",betweenness1diversity1pagerank-1peel-1degree0
660,"('name:Shireen Baratheon degree:13 peel:7 diversity:1.884871334 betweenness:', '0.003259286 pagerank:0.001234029')",betweenness0diversity1pagerank-1peel-1degree0
661,"('name:Balon Greyjoy degree:13 peel:7 diversity:1.118968867 betweenness:', '0.009545732 pagerank:0.002957548')",betweenness0diversity-3pagerank1peel-1degree0
662,"('name:Hot Pie degree:11 peel:6 diversity:2.019814992 betweenness:', '0.003040202 pagerank:0.002656905')",betweenness0diversity1pagerank1peel-1degree0
663,"('name:Jon Connington degree:16 peel:7 diversity:1.78680834 betweenness:', '0.012689827 pagerank:0.002603882')",betweenness1diversity0pagerank1peel-1degree0
664,"('name:Lem degree:15 peel:7 diversity:1.859428815 betweenness:', '0.005932663 pagerank:0.002317313')",betweenness-1diversity0pagerank1peel-1degree0
665,"('name:Tormund degree:15 peel:6 diversity:1.767009191 betweenness:', '0.005149821 pagerank:0.00271543')",betweenness-1diversity0pagerank1peel-1degree0
666,"('name:Ygritte degree:13 peel:6 diversity:1.73265872 betweenness:', '0.002655179 pagerank:0.002400135')",betweenness-1diversity0pagerank1peel-1degree0
667,"('name:Qhorin Halfhand degree:14 peel:6 diversity:1.673118363 betweenness:', '0.002814466 pagerank:0.00237447')",betweenness0diversity-1pagerank1peel-1degree0
668,"('name:Galbart Glover degree:8 peel:6 diversity:1.320888343 betweenness:', '0.000946307 pagerank:0.000672682')",betweenness0diversity0pagerank-2peel-1degree0
669,"('name:Weese degree:8 peel:6 diversity:1.255482325 betweenness:', '0.000107469 pagerank:0.000723267')",betweenness-1diversity0pagerank-2peel-1degree0
670,"('name:Harma degree:8 peel:6 diversity:1.386294361 betweenness:', '3.91e-05 pagerank:0.000718848')",betweenness0diversity1pagerank-2peel-1degree0
671,"('name:Marq Piper degree:8 peel:7 diversity:1.073542846 betweenness:', '0.000177945 pagerank:0.000573616')",betweenness0diversity-2pagerank-2peel-1degree0
672,"('name:Willas Tyrell degree:8 peel:7 diversity:1.213007566 betweenness:', '1.65e-05 pagerank:0.000547806')",betweenness0diversity-1pagerank-2peel-1degree0
673,"('name:Quentyn Martell degree:19 peel:7 diversity:1.721954449 betweenness:', '0.011349668 pagerank:0.00437337')",betweenness0diversity0pagerank3peel-1degree0
674,"('name:Selyse Florent degree:19 peel:7 diversity:1.909660422 betweenness:', '0.005670667 pagerank:0.003097164')",betweenness0diversity0pagerank2peel-1degree0
675,"('name:Aggo degree:10 peel:8 diversity:0.940447989 betweenness:', '0.000100433 pagerank:0.001520208')",betweenness-1diversity-2pagerank-1peel0degree0
676,"('name:Rakharo degree:10 peel:8 diversity:0.801818553 betweenness:', '3.22e-05 pagerank:0.001214878')",betweenness-1diversity-2pagerank-1peel0degree0
677,"('name:Cotter Pyke degree:10 peel:8 diversity:0.940447989 betweenness:', '0.000259524 pagerank:0.000973969')",betweenness1diversity-2pagerank-1peel0degree0
678,"('name:Benjen Stark degree:14 peel:9 diversity:1.593424237 betweenness:', '0.005675488 pagerank:0.001597077')",betweenness1diversity0pagerank-1peel0degree0
679,"('name:Jeyne Poole degree:13 peel:9 diversity:1.778233306 betweenness:', '0.001726905 pagerank:0.001625258')",betweenness-1diversity0pagerank-1peel0degree0
680,"('name:Osha degree:9 peel:8 diversity:1.522955068 betweenness:', '0.0002196 pagerank:0.001322379')",betweenness-1diversity0pagerank-1peel0degree0
681,"('name:Rickard Karstark degree:12 peel:8 diversity:1.676234939 betweenness:', '0.000916443 pagerank:0.001254606')",betweenness-1diversity0pagerank-1peel0degree0
682,"('name:Taena of Myr degree:12 peel:8 diversity:1.676234939 betweenness:', '0.000492062 pagerank:0.001215846')",betweenness-1diversity0pagerank-1peel0degree0
683,"('name:Jon Umber (Greatjon) degree:14 peel:8 diversity:1.932806573 betweenness:', '0.001360964 pagerank:0.001593452')",betweenness-1diversity1pagerank-1peel0degree0
684,"('name:Yoren degree:18 peel:8 diversity:1.875121856 betweenness:', '0.00484853 pagerank:0.001645924')",betweenness0diversity1pagerank-1peel0degree0
685,"('name:Missandei degree:9 peel:8 diversity:1.002718265 betweenness:', '9.63e-05 pagerank:0.001586885')",betweenness0diversity-1pagerank-1peel0degree0
686,"('name:Othell Yarwyck degree:11 peel:8 diversity:1.159588814 betweenness:', '7.31e-05 pagerank:0.001165994')",betweenness-1diversity-1pagerank-1peel0degree0
687,"('name:Alliser Thorne degree:15 peel:8 diversity:1.487816716 betweenness:', '0.002217858 pagerank:0.001928278')",betweenness1diversity0pagerank0peel0degree0
688,"('name:Belwas degree:13 peel:8 diversity:1.410513557 betweenness:', '0.000281012 pagerank:0.002070866')",betweenness-2diversity0pagerank0peel0degree0
689,"('name:Bowen Marsh degree:18 peel:8 diversity:1.428055769 betweenness:', '0.001065829 pagerank:0.002438314')",betweenness-1diversity0pagerank0peel0degree0
690,"('name:Illyrio Mopatis degree:12 peel:8 diversity:1.424129917 betweenness:', '0.001202512 pagerank:0.001720713')",betweenness0diversity0pagerank0peel0degree0
691,"('name:Jhiqui degree:12 peel:8 diversity:0.721463687 betweenness:', '7.18e-05 pagerank:0.002276592')",betweenness0diversity-2pagerank0peel0degree0
692,"('name:Jhogo degree:12 peel:8 diversity:1.234267866 betweenness:', '0.000165397 pagerank:0.001771561')",betweenness-1diversity-1pagerank0peel0degree0
693,"('name:Skahaz mo Kandaq degree:12 peel:8 diversity:1.075139324 betweenness:', '5.94e-05 pagerank:0.001829313')",betweenness-1diversity-1pagerank0peel0degree0
694,"('name:Lancel Lannister degree:12 peel:9 diversity:1.234267866 betweenness:', '0.000520242 pagerank:0.001715529')",betweenness1diversity-1pagerank0peel0degree0
695,"('name:Viserys Targaryen degree:14 peel:8 diversity:1.809514256 betweenness:', '0.002457249 pagerank:0.002157296')",betweenness-1diversity1pagerank0peel0degree0
696,"('name:Wyman Manderly degree:17 peel:8 diversity:1.905420043 betweenness:', '0.009242797 pagerank:0.002203488')",betweenness0diversity1pagerank0peel0degree0
697,"('name:Aurane Waters degree:9 peel:8 diversity:1.522955068 betweenness:', '7.82e-05 pagerank:0.000577919')",betweenness0diversity1pagerank-2peel0degree0
698,"('name:Marillion degree:9 peel:8 diversity:1.427061043 betweenness:', '8.37e-05 pagerank:0.000853962')",betweenness0diversity1pagerank-2peel0degree0
699,"('name:Jacelyn Bywater degree:9 peel:9 diversity:1.427061043 betweenness:', '1.52e-05 pagerank:0.000706275')",betweenness-2diversity1pagerank-2peel0degree0
700,"('name:Denys Mallister degree:9 peel:8 diversity:0.683738906 betweenness:', '1.26e-05 pagerank:0.000858632')",betweenness-2diversity-2pagerank-2peel0degree0
701,"('name:Grey Worm degree:8 peel:8 diversity:0.73562194 betweenness:', '3.26e-05 pagerank:0.00087105')",betweenness0diversity-2pagerank-2peel0degree0
702,"('name:Mandon Moore degree:9 peel:9 diversity:0.683738906 betweenness:', '2.31e-05 pagerank:0.000725772')",betweenness0diversity-2pagerank-2peel0degree0
703,"('name:Elmar Frey degree:9 peel:9 diversity:0.848685558 betweenness:', '0.000105404 pagerank:0.000677919')",betweenness-1diversity-1pagerank-2peel0degree0
704,"('name:Olenna Redwyne degree:9 peel:8 diversity:0.848685558 betweenness:', '0.000292522 pagerank:0.000756117')",betweenness0diversity-1pagerank-2peel0degree0
705,"('name:Harys Swyft degree:9 peel:8 diversity:1.214889654 betweenness:', '8.29e-05 pagerank:0.000625421')",betweenness-1diversity0pagerank-2peel0degree0
706,"('name:Orton Merryweather degree:10 peel:8 diversity:1.279854226 betweenness:', '8.14e-05 pagerank:0.000620349')",betweenness-1diversity0pagerank-2peel0degree0
707,"('name:Hobb degree:11 peel:8 diversity:1.120950393 betweenness:', '8.7e-05 pagerank:0.000773659')",betweenness1diversity0pagerank-2peel0degree0
708,"('name:Craster degree:15 peel:8 diversity:1.522699926 betweenness:', '0.003894223 pagerank:0.002708792')",betweenness0diversity0pagerank1peel0degree0
709,"('name:Daario Naharis degree:19 peel:8 diversity:1.48322096 betweenness:', '0.005468229 pagerank:0.002784419')",betweenness0diversity0pagerank1peel0degree0
710,"('name:Meera Reed degree:11 peel:8 diversity:1.414279065 betweenness:', '0.000301138 pagerank:0.002933076')",betweenness-2diversity0pagerank1peel0degree0
711,"('name:Gilly degree:14 peel:8 diversity:1.351783994 betweenness:', '0.00112531 pagerank:0.002697651')",betweenness1diversity-1pagerank1peel0degree0
712,"('name:Grenn degree:15 peel:8 diversity:1.337860678 betweenness:', '0.000474681 pagerank:0.003203872')",betweenness-1diversity-1pagerank1peel0degree0
713,"('name:Jojen Reed degree:10 peel:8 diversity:1.088899975 betweenness:', '0.000271599 pagerank:0.00263205')",betweenness-1diversity-1pagerank1peel0degree0
714,"('name:Pypar degree:16 peel:8 diversity:1.244016696 betweenness:', '0.000234447 pagerank:0.002813027')",betweenness-1diversity-1pagerank1peel0degree0
715,"('name:Irri degree:15 peel:8 diversity:0.720124881 betweenness:', '0.000992876 pagerank:0.002759077')",betweenness0diversity-2pagerank1peel0degree0
716,"('name:Rhaegar Targaryen degree:18 peel:9 diversity:2.0330002 betweenness:', '0.007841725 pagerank:0.002563142')",betweenness0diversity1pagerank1peel0degree0
717,"('name:Hodor degree:11 peel:8 diversity:1.641734712 betweenness:', '0.000213484 pagerank:0.003778806')",betweenness0diversity0pagerank2peel0degree0
718,"('name:Chiswyck degree:13 peel:12 diversity:0.898137003 betweenness:', '4.28e-05 pagerank:0.000715803')",betweenness0diversity0pagerank-2peel2degree0
719,"('name:Dunsen degree:13 peel:12 diversity:0.898137003 betweenness:', '4.28e-05 pagerank:0.001547673')",betweenness-1diversity0pagerank-1peel2degree0
720,"('name:Polliver degree:14 peel:12 diversity:0.89820534 betweenness:', '8.96e-05 pagerank:0.001543562')",betweenness0diversity0pagerank-1peel2degree0
721,"('name:Tickler degree:12 peel:12 diversity:0.679193266 betweenness:', '0.0 pagerank:0.001448483')",betweenness0diversity-2pagerank-1peel2degree0
722,"('name:Jon Arryn degree:17 peel:12 diversity:1.203332041 betweenness:', '0.008811733 pagerank:0.002508965')",betweenness0diversity0pagerank1peel2degree0
723,"('name:Rafford degree:13 peel:12 diversity:0.690185676 betweenness:', '4.65e-05 pagerank:0.00171038')",betweenness0diversity0pagerank0peel2degree0
724,"('name:Lorren degree:8 peel:3 diversity:1.255482325 betweenness:', '0.003753628 pagerank:0.00145556')",betweenness0diversity0pagerank0peel-3degree0
725,"('name:Aegon Frey (son of Stevron) degree:4 peel:4 diversity:1.039720771 betweenness:', '0.0 pagerank:0.000410273')",betweenness-1diversity0pagerank-2peel1degree-1
726,"('name:Woth degree:5 peel:5 diversity:1.33217904 betweenness:', '0.0 pagerank:0.000396638')",betweenness-1diversity0pagerank-2peel1degree-1
727,"('name:Ottyn Wythers degree:4 peel:4 diversity:1.039720771 betweenness:', '1.79e-05 pagerank:0.000391081')",betweenness0diversity0pagerank-2peel1degree-1
728,"('name:Pono degree:4 peel:4 diversity:1.039720771 betweenness:', '4.84e-05 pagerank:0.000349678')",betweenness1diversity0pagerank-2peel1degree-1
729,"('name:Bedwyck degree:5 peel:5 diversity:0.500402424 betweenness:', '0.0 pagerank:0.000397118')",betweenness-1diversity-1pagerank-2peel1degree-1
730,"('name:Coldhands degree:4 peel:4 diversity:0.562335145 betweenness:', '1.59e-05 pagerank:0.000373553')",betweenness-1diversity-1pagerank-2peel1degree-1
731,"('name:Sharna degree:4 peel:4 diversity:0.562335145 betweenness:', '1.58e-06 pagerank:0.000380371')",betweenness-1diversity-1pagerank-2peel1degree-1
732,"('name:Stafford Lannister degree:4 peel:4 diversity:0.562335145 betweenness:', '4.89e-05 pagerank:0.000332016')",betweenness1diversity-1pagerank-2peel1degree-1
733,"('name:Bloodbeard degree:4 peel:4 diversity:1.386294361 betweenness:', '0.000112216 pagerank:0.00039272')",betweenness1diversity1pagerank-2peel1degree-1
734,"('name:Robert Strong degree:4 peel:4 diversity:1.386294361 betweenness:', '3.06e-05 pagerank:0.000344689')",betweenness-1diversity1pagerank-2peel1degree-1
